"","mgi_symbol","start_position","end_position","length"
"668","Hdac5",102194432,102230166,35.734
"669","Hddc2",31313383,31328204,14.821
"670","Herc4",63243810,63317878,74.068
"671","Hic1",75164565,75169519,4.954
"672","Hivep2",13966075,14151374,185.299
"673","Hoxb3",96323326,96347930,24.604
"674","Hoxb4",96318267,96321638,3.371
"675","Hoxb6",96292476,96301569,9.093
"676","Hoxb8",96281905,96285315,3.41
"677","Hsd17b1",101078411,101080527,2.116
"678","Hsf2",57486385,57513135,26.75
"679","Hus1",8993137,9011191,18.054
"680","Ifi35",101448407,101458698,10.291
"681","Ifi47",49076587,49096974,20.387
"682","Ifngr1",19591949,19610229,18.28
"683","Igf1",87858265,87937042,78.777
"684","Igfbp4",99041244,99054392,13.148
"685","Ikbip",91082940,91102607,19.667
"686","Ikzf4",128630843,128645991,15.148
"687","Ilvbl",78574346,78584502,10.156
"688","Irf1",53770014,53778374,8.36
"689","Irgm1",48861968,48871683,9.715
"690","Irgm1",48865782,48868587,2.805
"691","Irgm2",58199618,58222782,23.164
"692","Itga3",95044474,95076801,32.327
"693","Itga7",128933818,128958282,24.464
"694","Itgb4",115974709,116008412,33.703
"695","Kcnj2",111066164,111076821,10.657
"696","Kif1c",70700548,70731964,31.416
"697","Kif5a",127225696,127263348,37.652
"698","Kpnb1",97159714,97187881,28.167
"699","Krr1",111972664,111988432,15.768
"700","Krt13",100117327,100121566,4.239
"701","Krt19",100140810,100148665,7.855
"702","Krt20",99428403,99438150,9.747
"703","Lama2",26980036,27619758,639.722
"704","Lasp1",97799000,97838764,39.764
"705","Lgals3bp",118392751,118402092,9.341
"706","Lgr5",115450311,115587780,137.469
"707","Lig3",82781108,82804274,23.166
"708","Limk2",3344256,3409189,64.933
"709","Lims1",58323466,58424691,101.225
"710","Llgl1",60699723,60714186,14.463
"711","Llph",120227070,120232582,5.512
"712","Lmnb2",80901203,80918245,17.042
"713","Lrp1",127538161,127621148,82.987
"714","Lsm7",80852821,80855209,2.388
"715","Lss",76531588,76557138,25.55
"716","Lta4h",93453411,93484875,31.464
"717","Ltv1",13178140,13193168,15.028
"718","Luc7l3",94287890,94321988,34.098
"719","Lyz2",117277331,117282321,4.99
"720","Mafg",120625117,120633600,8.483
"721","Map2k2",81105915,81133975,28.06
"722","Map2k4",65688243,65788297,100.054
"723","Map2k6",110399122,110525522,126.4
"724","Map3k5",19934472,20142753,208.281
"725","Mapk9",49846751,49886421,39.67
"726","Marcks",37133375,37138920,5.545
"727","Mars",127296221,127311786,15.565
"728","Matk",81252935,81263365,10.43
"729","Mbd3",80392539,80399550,7.011
"730","Mbd6",127281956,127289018,7.062
"731","Mcm3ap",76468927,76515857,46.93
"732","Mdh1",21556787,21572367,15.58
"733","Mdm1",118141811,118168997,27.186
"734","Mdm2",117688875,117710758,21.883
"735","Med1",98152154,98193293,41.139
"736","Med24",98704591,98729435,24.844
"737","Meis1",18879817,19018985,139.168
"738","Metap2",93858489,93897093,38.604
"739","Mettl1",127041414,127046365,4.951
"740","Mgat1",49244191,49263030,18.839
"741","Midn",80148272,80158368,10.096
"742","Mknk2",80665327,80678112,12.785
"743","Mlx",101087277,101092207,4.93
"744","Mmp11",75923222,75936496,13.274
"745","Mpp3",101999652,102028461,28.809
"746","Mrc2",105292643,105351139,58.496
"747","Mrpl38",116131817,116138868,7.051
"748","Mrpl45",97315716,97329920,14.204
"749","Mrpl54",81264713,81266934,2.221
"750","Mrpl55",59202486,59206134,3.648
"751","Mrps24",5703983,5715680,11.697
"752","Mtif2",29526408,29545279,18.871
"753","Mtrf1l",5811887,5823910,12.023
"754","Myh10",68691559,68816632,125.073
"755","Myh4",67238029,67260446,22.417
"756","Myl4",104550663,104595753,45.09
"757","Myl6",128490860,128494145,3.285
"758","Myo1c",75650504,75673910,23.406
"759","Naglu",101070012,101077672,7.66
"760","Nbr1",101552149,101581951,29.802
"761","Ndel1",68821434,68871858,50.424
"762","Nefh",4938754,4948064,9.31
"763","Nf1",79339693,79581612,241.919
"764","Nf2",4765845,4849536,83.691
"765","Nfe2l1",96817414,96829968,12.554
"766","Nfic",81396186,81455635,59.449
"767","Nhp2",51619735,51623714,3.979
"768","Nkiras2",100619244,100627607,8.363
"769","Nme1",93956979,93968521,11.542
"770","Nmt1",103028190,103068912,40.722
"771","Nodal",61417972,61425338,7.366
"772","Npepps",97205842,97280638,74.796
"773","Npm1",33152287,33163206,10.919
"774","Nptx1",119538719,119547753,9.034
"775","Nr2c1",94148023,94197211,49.188
"776","Nsf",103821782,103954056,132.274
"777","Nt5dc3",86779005,86838389,59.384
"778","Ntn1",68209364,68400823,191.459
"779","Nudcd2",40733667,40740046,6.379
"780","Nudt4",95547007,95564146,17.139
"781","Nup107",117750621,117792705,42.084
"782","Nus1",52417547,52440183,22.636
"783","Nxn",76257198,76399140,141.942
"784","Oaz1",80826656,80829290,2.634
"785","Ogdh",6291633,6356642,65.009
"786","Ormdl2",128817902,128821645,3.743
"787","P4ha1",59323296,59373304,50.008
"788","P4hb",120560298,120573253,12.955
"789","Pa2g4",128557766,128565987,8.221
"790","Pan2",128303335,128321358,18.023
"791","Pawr",108332121,108414240,82.119
"792","Pcgf2",97688823,97700497,11.674
"793","Pcmt1",7629373,7681136,51.763
"794","Pcmt1",7555137,7606900,51.763
"795","Pcsk4",80321283,80329498,8.215
"796","Pcyt2",120610087,120617936,7.849
"797","Pdlim4",54054928,54069014,14.086
"798","Pdxk",78436744,78464975,28.231
"799","Pemt",59970614,60046489,75.875
"800","Per1",69095217,69109960,14.743
"801","Pex13",23646479,23665959,19.48
"802","Pfkl",77986947,78010083,23.136
"803","Phb",95666957,95680773,13.816
"804","Phf12",77982754,78030539,47.785
"805","Phf23",69995777,70000009,4.232
"806","Phlda1",111506286,111508645,2.359
"807","Pip4k2c",127197067,127211585,14.518
"808","Pip5k1c",81292963,81319973,27.01
"809","Pipox",77880615,77894096,13.481
"810","Plagl1",13060504,13131694,71.19
"811","Pmp22",63128982,63159547,30.565
"812","Pnpt1",29130744,29161828,31.084
"813","Pofut2",77259218,77269575,10.357
"814","Poldip2",78512193,78522736,10.543
"815","Polm",5827860,5838016,10.156
"816","Polr2e",80035949,80039795,3.846
"817","Polrmt",79736123,79746581,10.458
"818","Popdc3",45178098,45318452,140.354
"819","Ppa1",61648552,61674168,25.616
"820","Ppp2ca",52098681,52127778,29.097
"821","Ppp3r1",17159263,17200375,41.112
"822","Prdm1",44437177,44528501,91.324
"823","Prep",45067203,45167198,99.995
"824","Prim1",128015168,128030037,14.869
"825","Prkca",107933387,108343928,410.541
"826","Prpsap2",61729650,61762088,32.438
"827","Psmb6",70525367,70527858,2.491
"828","Psmd3",98682554,98695979,13.425
"829","Ptges3",128058954,128077272,18.318
"830","Ptprb",116275523,116389535,114.012
"831","Ptprk",28074820,28597397,522.577
"832","Pttg1",43420250,43426251,6.001
"833","Pttg1ip",77581720,77598732,17.012
"834","Pwp1",85829494,85889096,59.602
"835","Qrsl1",43874188,43901745,27.557
"836","Rab34",78188430,78192193,3.763
"837","Rab3ip",116905784,116950769,44.985
"838","Rabep1",70844778,70943105,98.327
"839","Raet1d",22360552,22374139,13.587
"840","Raet1e",22158569,22374139,215.57
"841","Ramp2",101246028,101259546,13.518
"842","Rap1b",117813871,117846035,32.164
"843","Rbms2",128131558,128180297,48.739
"844","Rdh5",128913593,128922888,9.295
"845","Reep6",80329953,80336441,6.488
"846","Rexo1",80540922,80561560,20.638
"847","Rffl",82802449,82871210,68.761
"848","Rhot1",80209019,80267907,58.888
"849","Rmnd1",4401915,4432388,30.473
"850","Rnf167",70647235,70651421,4.186
"851","Rpf2",40223246,40247036,23.79
"852","Rpl19",98026710,98030492,3.782
"853","Rpl38",114668524,114672331,3.807
"854","Rpl41",128548114,128549305,1.191
"855","Rps15",80292453,80294114,1.661
"856","Rps26",128624534,128626747,2.213
"857","Rps27a",29545846,29548109,2.263
"858","Rrp1",78400384,78413043,12.659
"859","Rufy1",50389286,50431125,41.839
"860","Rwdd1",33996555,34019624,23.069
"861","S1pr4",81497747,81500132,2.385
"862","Sap30bp",115933282,115966725,33.443
"863","Sar1a",61680299,61693297,12.998
"864","Sash1",8722219,8886070,163.851
"865","Sec14l1",117115168,117159268,44.1
"866","Sec14l2",4097039,4123415,26.376
"867","Sec61g",16500530,16508484,7.954
"868","Sept10",59141627,59221847,80.22
"869","Sept9",117199661,117362325,162.664
"870","Serinc1",57515774,57532530,16.756
"871","Serpinf1",75409769,75422701,12.932
"872","Sesn1",41809935,41908424,98.489
"873","Sf3a2",80798198,80804924,6.726
"874","Sf3b5",13005343,13009183,3.84
"875","Sgcd",46896253,47988969,1092.716
"876","Sgk1",21882184,21999903,117.719
"877","Sgpl1",61098642,61147703,49.061
"878","Sgta",81044075,81060181,16.106
"879","Shmt2",127517123,127522444,5.321
"880","Sim1",50894754,50989152,94.398
"881","Slc1a4",20302180,20332713,30.533
"882","Slc1a6",78780496,78814765,34.269
"883","Slc22a21",53949965,53980332,30.367
"884","Slc25a10",120491840,120499187,7.347
"885","Slc25a11",70644196,70647479,3.283
"886","Slc6a15",103367783,103419377,51.594
"887","Slfn2",83065112,83070678,5.566
"888","Slfn2",83057196,83062787,5.591
"889","Slu7",43433744,43447981,14.237
"890","Smarcb1",75896769,75921617,24.848
"891","Smarcd2",106263179,106272972,9.793
"892","Smarce1",99209047,99231017,21.97
"893","Smpd2",41485642,41490369,4.727
"894","Smpdl3a",57794335,57811830,17.495
"895","Snap47",59407134,59451186,44.052
"896","Snrnp25",32205415,32208984,3.569
"897","Snx3",42502030,42535381,33.351
"898","Spag5",78301529,78322457,20.928
"899","Spock2",60106219,60135198,28.979
"900","Spred2",19924375,20024026,99.651
"901","Spryd4",128209908,128211807,1.899
"902","Sqstm1",50199366,50210827,11.461
"903","Srebf1",60199089,60222581,23.492
"904","Srr",74906359,74925948,19.589
"905","Srsf2",116849901,116853094,3.193
"906","Stat6",127642986,127660957,17.971
"907","Stc2",31357307,31370074,12.767
"908","Stk10",32533305,32624587,91.282
"909","Stx8",67966193,68207148,240.955
"910","Sumo3",77606097,77618331,12.234
"911","Supv3l1",62429209,62449738,20.529
"912","Suz12",79993106,80034123,41.017
"913","Sycp3",88459569,88473236,13.667
"914","Syngr2",117809668,117814283,4.615
"915","Synrg",83964428,84044578,80.15
"916","Taf15",83473086,83506743,33.657
"917","Tbc1d15",115197872,115251467,53.595
"918","Tbpl1",22703879,22731938,28.059
"919","Tbrg4",6615598,6626067,10.469
"920","Tcf7",52252371,52283014,30.643
"921","Tcn2",3917192,3932159,14.967
"922","Tekt1",72344722,72362442,17.72
"923","Tet1",62804570,62908996,104.426
"924","Tfam",71225464,71238280,12.816
"925","Tgtp1",48985327,48994172,8.845
"926","Tgtp1",49001537,49002781,1.244
"927","Tha1",117867952,117873481,5.529
"928","Thra",98740638,98769006,28.368
"929","Timeless",128232065,128252941,20.876
"930","Timm13",80899450,80900969,1.519
"931","Timp2",118301069,118355740,54.671
"932","Timp3",86300372,86349506,49.134
"933","Tm4sf5",70505244,70511178,5.934
"934","Tmc6",117765988,117782198,16.21
"935","Tmem11",60864452,60879272,14.82
"936","Tmem97",78541817,78550777,8.96
"937","Tmpo",91147571,91181315,33.744
"938","Tnfaip1",78522850,78536332,13.482
"939","Tnfsf12",69686250,69695849,9.599
"940","Top3a",60740058,60777365,37.307
"941","Tpd52l1",31332376,31445958,113.582
"942","Trappc10",78186725,78244641,57.916
"943","Trp53",69580359,69591873,11.514
"944","Tsfm",127011572,127030840,19.268
"945","Tspan31",127067280,127070264,2.984
"946","Tspyl4",34297442,34301320,3.878
"947","Ttc1",43729512,43748008,18.496
"948","Tubg1",101119938,101126419,6.481
"949","Tubg2",101155907,101161787,5.88
"950","Tyms-ps",87966847,87967761,0.914
"951","Ubb",62551171,62553213,2.042
"952","Ube2b",51985497,52000762,15.265
"953","Ube2n",95515145,95545657,30.512
"954","Ublcp1",44454571,44470498,15.927
"955","Upp1",9118103,9136170,18.067
"956","Uqcr11",80402997,80406830,3.833
"957","Uqcrq",53427922,53430831,2.909
"958","Usp15",123105006,123196995,91.989
"959","Utp20",88746607,88826804,80.197
"960","Utrn",12382188,12869365,487.177
"961","Vamp2",69088490,69092384,3.894
"962","Vnn1",23894688,23905343,10.655
"963","Vps26a",62455235,62486805,31.57
"964","Wdr81",75440944,75454717,13.773
"965","Wdr92",17182107,17233796,51.689
"966","Xbp1",5520659,5525893,5.234
"967","Xpo1",23256041,23298249,42.208
"968","Zbtb2",4367075,4388108,21.033
"969","Zbtb7a",81135220,81152995,17.775
"970","Zfp2",50898712,50916165,17.453
"971","Zfp207",80383279,80405733,22.454
"972","Zfp354a",51059257,51072799,13.542
"973","Zfp62",49203292,49218816,15.524
"974","Zfr2",81233155,81252123,18.968
"975","Zmiz2",6389074,6406158,17.084
"976","Znhit3",84910950,84916366,5.416
"977","Zswim7",62267224,62281375,14.151
"978","2210409E12Rik",88972657,88973002,0.345
"979","2610507B11Rik",78261752,78290623,28.871
"980","2700097O09Rik",55045661,55080110,34.449
"981","6330403K07Rik",71031941,71033513,1.572
"982","9530068E07Rik",52396428,52408728,12.3
"983","Aatk",120007313,120047167,39.854
"984","Abcc3",94343295,94392997,49.702
"985","Acadvl",70010183,70015411,5.228
"986","Acly",100476353,100528000,51.647
"987","Acot1",84009490,84018371,8.881
"988","Acox1",116171888,116199045,27.157
"989","Acp1",30893326,30911589,18.263
"990","Actn1",80167547,80260371,92.824
"991","Actr10",70937857,70964718,26.861
"992","Acyp1",85272398,85288438,16.04
"993","Adam11",102761439,102780262,18.823
"994","Adam17",21323509,21373632,50.123
"995","Adam4",81419443,81421946,2.503
"996","Adck1",88360554,88461724,101.17
"997","Adcy3",4133103,4213525,80.422
"998","Adi1",28675231,28682175,6.944
"999","Adora2b",62248984,62266453,17.469
"1000","Aff4",53350833,53421830,70.997
"1001","Akt1",112653821,112674884,21.063
"1002","Aldoc",78322968,78327781,4.813
"1003","Alkbh5",60536381,60558512,22.131
"1004","Alox8",69183932,69197843,13.911
"1005","Amz2",109425946,109452813,26.867
"1006","Anapc11",120598421,120608198,9.777
"1007","Ankrd40",94328001,94341841,13.84
"1008","Ap2b1",83299024,83405035,106.011
"1009","Ap4s1",51691033,51744786,53.753
"1010","Apob",7977648,8016835,39.187
"1011","Arf6",69372150,69373783,1.633
"1012","Arl4a",40005447,40038025,32.578
"1013","Arl4d",101665541,101667832,2.291
"1014","Aspscr1",120672973,120709447,36.474
"1015","Atad2b",4917353,5047394,130.041
"1016","Atox1",55446641,55461239,14.598
"1017","Atp1b2",69599736,69605942,6.206
"1018","Atp2a3",72961169,72993044,31.875
"1019","Atp6v0a1",101009452,101063719,54.267
"1020","Atp6v1d",78840725,78861638,20.913
"1021","Atxn7l3",102289300,102296631,7.331
"1022","B9d1",61505144,61512931,7.787
"1023","Bcap29",31590967,31634658,43.691
"1024","Bcas3",85353167,85826058,472.891
"1025","Birc5",117849251,117855743,6.492
"1026","Bzw2",36091835,36158080,66.245
"1027","C1d",17257579,17269176,11.597
"1028","C1qbp",70977836,70983026,5.19
"1029","Cacna1g",94408391,94474198,65.807
"1030","Camk2b",5969644,6066362,96.718
"1031","Cant1",118406289,118419086,12.797
"1032","Cbx2",119022962,119031270,8.308
"1033","Cbx4",119077573,119086221,8.648
"1034","Ccdc117",5528887,5542187,13.3
"1035","Ccl2",82035571,82037453,1.882
"1036","Ccl7",82045712,82047525,1.813
"1037","Ccl8",82115185,82116799,1.614
"1038","Ccng1",40748552,40755311,6.759
"1039","Cct4",22990519,23003780,13.261
"1040","Cdc42ep4",113726850,113751881,25.031
"1041","Cdc42se2",54717456,54787675,70.219
"1042","Cdc6",98907801,98923940,16.139
"1043","Cdca4",112820229,112829423,9.194
"1044","Cdca7l",117804289,117878706,74.417
"1045","Cdk5r1",80477023,80481184,4.161
"1046","Cdk5rap3",96907426,96916496,9.07
"1047","Cdkn2aipnl",51967661,51977334,9.673
"1048","Cdr2l",115381916,115396132,14.216
"1049","Cenpv",62524946,62539261,14.315
"1050","Cep68",20227037,20249429,22.392
"1051","Cfl2",54858809,54862877,4.068
"1052","Chga",102554969,102565028,10.059
"1053","Ckb",111669361,111672338,2.977
"1054","Cldn7",69964779,69967885,3.106
"1055","Clk4",51261730,51281766,20.036
"1056","Cltc",86694351,86757565,63.214
"1057","Cmpk2",26469204,26479837,10.633
"1058","Cnp",100574904,100591729,16.825
"1059","Cntnap1",101170523,101190724,20.201
"1060","Coch",51593341,51605771,12.43
"1061","Cog5",31654869,31937630,282.761
"1062","Coil",88970252,88991613,21.361
"1063","Col1a1",94936224,94953042,16.818
"1064","Cox16",81359026,81485127,126.101
"1065","Cpd",76778424,76847018,68.594
"1066","Cpsf2",101975988,102006424,30.436
"1067","Cpsf3",21285391,21315056,29.665
"1068","Crip1",113146316,113153879,7.563
"1069","Crip2",113140236,113145506,5.27
"1070","Crlf3",80046493,80080991,34.498
"1071","Cuedc1",88098058,88194140,96.082
"1072","Cyb561",105933702,105953336,19.634
"1073","D930048N14Rik",51650954,51657681,6.727
"1074","Ddc",11814101,11898144,84.043
"1075","Ddx1",13216973,13249213,32.24
"1076","Ddx24",103407982,103425830,17.848
"1077","Ddx56",6258919,6267772,8.853
"1078","Degs2",108678711,108702315,23.604
"1079","Dhrs7",72650353,72664909,14.556
"1080","Dhrs7b",60830631,60860195,29.564
"1081","Dicer1",104687742,104751952,64.21
"1082","Dld",31331277,31351453,20.176
"1083","Dlk1",109452823,109463336,10.513
"1084","Dlst",85110833,85134845,24.012
"1085","Dlx3",95120119,95125296,5.177
"1086","Dnmt3a",3806007,3914443,108.436
"1087","Doc2b",75768966,75796049,27.083
"1088","Drg1",3187360,3266415,79.055
"1089","Dtnb",3572381,3781796,209.415
"1090","Dus1l",120789201,120796403,7.202
"1091","Dvl2",70000595,70012301,11.706
"1092","Dync1h1",110601452,110666945,65.493
"1093","Dynll2",87979525,87987533,8.008
"1094","Efnb3",69554092,69560205,6.113
"1095","Eif2b2",85219481,85226628,7.147
"1096","Eif2s1",78861819,78887010,25.191
"1097","Eif4a1",69666936,69672423,5.487
"1098","Eif5",111538016,111546752,8.736
"1099","Elac2",64979038,65002069,23.031
"1100","Emid1",5106265,5152257,45.992
"1101","Eml5",98786805,98901484,114.679
"1102","Entpd5",84373857,84409029,35.172
"1103","Eral1",78073376,78080383,7.007
"1104","Erh",80634022,80644341,10.319
"1105","Esr2",76120419,76177259,56.84
"1106","Esrrb",86361117,86521628,160.511
"1107","Etaa1",17938756,17953875,15.119
"1108","Etv1",38779380,38870484,91.104
"1109","Evl",108554720,108688516,133.796
"1110","Ezh1",101191115,101226463,35.348
"1111","Fam117a",95337018,95381872,44.854
"1112","Fam83g",61684091,61709951,25.86
"1113","Fam84a",14146830,14152054,5.224
"1114","Fcf1",84970897,84983303,12.406
"1115","Fdxr",115268024,115277050,9.026
"1116","Fkbp1b",4833174,4841591,8.417
"1117","Fkbp3",65062424,65074007,11.583
"1118","Flcn",59791408,59810016,18.608
"1119","Flot2",78037931,78060434,22.503
"1120","Fmnl1",103171107,103198901,27.794
"1121","Fos",85473890,85477273,3.383
"1122","Foxa1",57540628,57546916,6.288
"1123","Foxg1",49382660,49386861,4.201
"1124","Foxk2",121259990,121309896,49.906
"1125","Foxn1",78357577,78386558,28.981
"1126","Frmd6",70825514,70902234,76.72
"1127","Ftsj3",106249142,106256079,6.937
"1128","Fut8",77238125,77476338,238.213
"1129","G6pc3",102189620,102194081,4.461
"1130","Gaa",119267887,119285454,17.567
"1131","Gabra1",42130939,42182930,51.991
"1132","Gabrb2",42419757,42629028,209.271
"1133","Galc",98202294,98259459,57.165
"1134","Gas7",67455437,67688990,233.553
"1135","Ggnbp2",84832361,84870817,38.456
"1136","Git1",77493562,77507786,14.224
"1137","Glod4",76120987,76243725,122.738
